,Address,PlanYear,Project,IDISProjectId,IDISActivityID,Status,StatusDate,InitialFundingDate,FundedAmount,Description
109,2007 EVERGREEN DR,2010,EMERGENCY REPAIRS,4,867,Completed,3/2/2011,11/09/2010,4560.0, 
110,614 ROADWAY RD,2010,EMERGENCY REPAIRS,4,868,Completed,5/2/2011,11/09/2010,5495.0, 
111,1511 MCARTHUR ST,2010,EMERGENCY REPAIRS,4,869,Completed,3/2/2011,11/09/2010,4829.0, 
112,738 ANDOVER LN,2010,EMERGENCY REPAIRS,4,870,Completed,3/2/2011,11/09/2010,5060.0, 
113,301 LEXINGTON DR,2010,EMERGENCY REPAIRS,4,871,Completed,3/3/2011,11/09/2010,5508.0, 
114,1209 E BROAD AVE,2010,EMERGENCY REPAIRS,4,872,Completed,2/8/2011,11/09/2010,5583.0, 
115,1305 NEWTON RD,2010,EMERGENCY REPAIRS,4,873,Completed,3/2/2011,11/09/2010,3186.0, 
116,2102 JUNIPER DR,2010,EMERGENCY REPAIRS,4,874,Completed,3/2/2011,11/09/2010,5228.0, 
117,2113 BEACHVIEW DR,2010,EMERGENCY REPAIRS,4,875,Completed,3/2/2011,11/09/2010,4942.0, 
118,1501 W WADDELL AVE,2010,EMERGENCY REPAIRS,4,876,Completed,5/2/2011,11/09/2010,4823.5, 
119,2102 JUNIPER DR,2010,ENERGY EFFICIENCY,5,877,Completed,5/2/2011,11/16/2010,5225.0,Energy Efficiency measures were installed to include 11 new windows.
120,1120 W LINCOLN AVE,2010,EMERGENCY REPAIRS,4,878,Completed,3/2/2011,11/17/2010,5277.0, 
121,802 N JEFFERSON ST,2010,PUBLIC SERVICE,10,879,Completed,8/22/2011,01/03/2011,18481.59, 
122,2023 MARTIN LUTHER KING JR DR,2010,PUBLIC SERVICE,10,880,Completed,8/22/2011,11/23/2010,17845.68,Provides access to technology by providing bilingual language skills to low-income minorities who are limited-English speaking and limited-Spanish speaking community members and minority small business owners.
123,1921 SCHILLING AVE,2010,PUBLIC SERVICE,10,881,Completed,8/25/2011,01/13/2011,20252.47,Provides programming and meals for seniors.
124,300 HUDSON LN,2009,PUBLIC FACILITIES,19,883,Completed,8/21/2011,12/30/2010,27774.68, 
125,701 HOBSON ST,2010,REHABILITATION,1,884,Completed,11/28/2011,12/21/2010,0.0, 
126,504 S MAGNOLIA ST,2010,REHABILITATION,1,885,Completed,4/9/2012,12/21/2010,0.0, 
127,1197 E RESIDENCE AVE,2010,REHABILITATION,1,886,Canceled,9/28/2011,12/21/2010,0.0, 
128,1100 JORDAN ST,2008,PUBLIC FACILITIES,20,888,Completed,8/23/2011,12/30/2010,38718.55,Improvements of an existing public park.
129,305 FORRESTAL LN,2010,EMERGENCY REPAIRS,4,890,Completed,7/14/2011,01/15/2011,5498.9, 
130,305 FORRESTAL LN,2010,ENERGY EFFICIENCY,5,891,Canceled,6/3/2011,01/15/2011,0.0, 
131,719 BARKLEY BLVD,2010,EMERGENCY REPAIRS,4,892,Completed,4/2/2011,01/19/2011,3089.0, 
132,2305 DERVAN ST,2010,ENERGY EFFICIENCY,5,893,Completed,5/2/2011,01/19/2011,4895.0,Energy Efficiency measures were installed to includewindows
133,804 W HIGHLAND AVE,2010,EMERGENCY REPAIRS,4,894,Completed,3/15/2011,02/04/2011,5440.0, 
134,301 LEXINGTON DR,2010,ENERGY EFFICIENCY,5,897,Completed,4/15/2011,03/14/2011,3547.5, 
135,804 W HIGHLAND AVE,2010,ENERGY EFFICIENCY,5,898,Completed,4/15/2011,03/14/2011,5407.33,Energy Efficiency measures were installed to include windows.
136,1912 JONES AVE,2010,EMERGENCY REPAIRS,4,899,Completed,6/2/2011,03/16/2011,4686.0, 
137,334 W BROAD AVE,2010,DOWNTOWN INCUBATOR,25,900,Completed,2/28/2013,04/01/2011,3655.0, 
138,400 HICKORY LN,2010,PUBLIC FACILITIES,18,902,Completed,9/14/2012,04/07/2011,340444.76,Street and drainage improvements for the 400 Block of Hickory Lane to provide hook ups for approximately 50 homes
139,2016 MARTIN LUTHER KING JR DR,2010,EMERGENCY REPAIRS,4,905,Completed,8/18/2011,04/22/2011,1819.13, 
140,2572 CRESCENT DR,2010,ENERGY EFFICIENCY,5,907,Completed,9/1/2011,06/07/2011,4675.0, 
141,1400 ESTELLE ST,2010,ENERGY EFFICIENCY,5,909,Completed,9/1/2011,06/07/2011,3405.6, 
142,303 INDEPENDENCE DR,2010,ENERGY EFFICIENCY,5,910,Completed,9/1/2011,06/07/2011,3740.0, 
143,2010 COLQUITT AVE,2010,ENERGY EFFICIENCY,5,911,Completed,9/1/2011,06/07/2011,4510.0, 
144,305 FORRESTAL LN,2010,ENERGY EFFICIENCY,5,912,Completed,11/23/2011,06/07/2011,4481.0, 
145,507 EMILY AVE,2010,DEMOLITION,13,939,Completed,12/20/2011,08/04/2011,2084.89, 
146,4835 IMPALA LN,2010,EMERGENCY REPAIRS,4,944,Completed,8/18/2011,08/17/2011,12085.0, 
147,100 W OGLETHORPE BLVD,2010,PUBLIC SERVICE,10,946,Completed,8/23/2011,08/19/2011,5038.52, 
148,424 HEARD AVE,2010,DEMOLITION,13,950,Completed,12/20/2011,08/23/2011,6030.04,To eliminate slum and blight within through the demolition a blighted property.
149,1010 W LINCOLN AVE,2010,DEMOLITION,13,951,Completed,12/20/2011,08/23/2011,9074.93,The demolition of a City owned property which is determined to be in a deteriorated condition.
0,230 S JACKSON ST SCATTER SITES,2001,HOUSING,3,298,Canceled,8/12/2006,09/29/2001,0.0,THE INSTALLATION OF RAMPS AND GRAP BARS FOR LOW AND MODERATEINCOME PERSONS WHO HAVE A DISABILITY.
1,300 BLOCK OF WHITNEY AND HIGHLAND FROM WASHINGTON TO JEFFERSON.,2001,PUBLIC FACILITIES,4,300,Completed,9/10/2005,09/29/2001,1130981.22,THE STREETSCAPE OF THE HARLEM BUSINESS DISTRICT.
2,214 E OGLETHORPE BLVD,2001,PUBLIC SERVICE,5,316,Completed,9/17/2005,10/01/2001,7345.91,TO PROVIDE A PUBLIC HEALTH CARE CLINIC FOR LOW AND MODERATE INCOME PERSONS.
3,230 S JACKSON ST,2002,ADMINISTRATION,9,343,Completed,7/21/2005,11/20/2002,242450.19, 
4,SCATTERED SITES,2002,EAST CENTRAL ALBANY REDEVELOPMENT,5,352,Canceled,9/30/2006,11/22/2002,0.0,REDEVELOPMENT OF EAST ALBANY
5,1100 EXETER DRIVE,2001,PUBLIC FACILITIES,4,366,Completed,9/30/2006,01/25/2003,587160.02,THE DEVELOPMENT OF A COMMUNITY CENTER IN EAST ALBANY INCLUDEDESIGN AND CONSTRUCTION OF THE STRUCTURE.
6,WILLIE PITTS,2002,ADMINISTRATION,9,370,Completed,7/21/2005,08/25/2003,23000.0,TO PROVIDE TECHNICAL ASSISTANCE TO A NON-PROFIT.
7,SCATTER SITES,2003,DISPOSITION,4,373,Completed,9/17/2005,10/11/2003,115000.0,THE MAINTENANCE OF CITY OWNED PROPERTIES FOR THE DEVELOPMENTOF AFFORDABLE HOUSING AND ECONOMIC DEVELOPMENT.
8,SCATTER SITES,2003,HOUSING,3,376,Completed,9/17/2005,10/11/2003,136213.55,THE CDBG HOMEOWNER REHABILITATION PROGRAM FOR HOMEOWNERS.
9,SCATTER SITES,2003,HOUSING,3,377,Completed,9/10/2005,10/11/2003,75000.0,THE CITY OF ALBANY HEATING AND COOLING PROGRAM AND THEEMERGENCY REPAIRS PROGRAM TO SERVED LOW AND MODERATEINCOME HOUSEHOLDS.
10,SCATTER SITES,2003,ENERGY EFFICIENCY,6,378,Completed,9/30/2006,10/11/2003,33898.8, 
11,HIGHLAND AND SOUTH DAVIS,2003,PUBLIC FACILITIES,7,379,Completed,9/17/2005,10/11/2003,41718.41,THE REHABILITATION OF APARTMENT UNITS FOR A HOMELESS FAMILY SHELTER.
12,NORTH JEFFERSON,2003,PUBLIC FACILITIES,7,380,Completed,9/30/2006,11/29/2003,341046.2,THE IMPROVEMENT TO THE HOG PEN DITCH FOR DRAINAGE AND MITIGATION OF FLOODING.
13,SCATTER SITES,2003,ACQUISITION,8,381,Completed,9/30/2006,10/11/2003,380000.0,THE ACQUISITION OF PROPERTIES FOR THE DEVELOPMENT OFAFFORDABLE HOUSING AND ECONOMIC DEVELOPMENT ACTIVITIES.
14,SCATTER SITES,2003,ACQUISITION,8,382,Completed,9/10/2005,10/11/2003,250000.0,THE RELOCATION OF PRSONS WHO UNITS WERE ACQUIRED.
15,230 S JACKSON ST,2003,ECONOMIC DEVELOPMENT,2,384,Completed,9/10/2005,10/11/2003,265315.0,THE OPERATION OF THE MICRO-BUSINESS ENTERPRISE CENTER AND PROVIDING TECHNICAL ASSISTANCE TO MICRO-BUSINESSES IN THE CENTER.
16,835 W BROAD AVE,2003,PUBLIC SERVICE,9,387,Completed,9/17/2005,10/31/2003,12648.59, 
17,901 GAINES AVENUE,2003,PUBLIC SERVICE,9,396,Completed,9/17/2005,04/28/2004,80000.0,TO PROVIDE SHELTER FOR HOMELESS.
18,330 S JACKSON ST,2003,HOUSING,3,400,Canceled,9/12/2006,09/01/2004,0.0,THE MIXED DEVELOPMENT OF RENTAL HOUSING IN SOUTH ALBANY.
19,214 E OGLETHORPE BLVD,2003,PUBLIC SERVICE,9,401,Completed,9/17/2005,09/04/2004,9676.31,TO PROVIDE A PUBLIC HEALTH CARE CLINIC FOR LOW AND MODERATE INCOME PERSONS.
20,230 S JACKSON ST,2003,ECONOMIC DEVELOPMENT,2,402,Completed,9/30/2006,09/08/2004,85000.0,TO PROVIDE LOANS TO MICRO-BUINESSES.
21,230 S JACKSON ST,2004,ADMINISTRATION,1,403,Completed,9/30/2006,09/21/2004,479501.06, 
22,230 S JACKSON ST,2004,SECTION 108 LOANS,2,404,Completed,9/28/2005,09/21/2004,49391.25, 
23,230 S JACKSON ST,2004,ECONOMIC DEVELOPMENT,4,407,Completed,9/30/2006,10/09/2004,195260.0,THE OPERATION OF THE MICRO BUSINESS ENTERPRISE CENTER
24,SCATTER SITES,2004,ACQUISITION,9,412,Completed,9/30/2006,09/09/2005,106941.39,THE RELOCATION OF PERSONS FROM PROPERTIES ACQUIRED WITH CDBGFUNDS
25,SCATTER SITES,2004,DEMOLITION,10,413,Completed,9/30/2006,09/23/2004,89805.61,THE DEMOLITION OF PROPERTIES OWNED BY THE CITY OF ALBANY.
26,230 S JACKSON ST,2004,HOUSING COUNSELING,6,415,Canceled,9/30/2006,10/09/2004,0.0,THE OPERATION OF THE CITY OF ALBANY CERTIFIED HOUSING COUNSELING PROGRAM
27,HIGHLAND AND DAVIS,2004,PUBLIC FACILITIES,7,416,Completed,9/30/2006,04/04/2005,220804.18,THE REHABILITATION OF APARTMENT UNITS TO BE USED AS A HOMELESS SHELTER FOR FAMILIES.
28,SCATTER SITES,2004,ENERGY EFFICIENCY,8,417,Completed,9/30/2006,10/09/2004,8295.91,THE OPERATION OF THE DPCD WEATHERIZATION PROGRAM.
29,230 S JACKSON ST,2004,PUBLIC SERVICE,11,418,Completed,9/30/2006,10/09/2004,49725.15,THE OPERATION OF THE HOMELESS PROGRAM.
30,1921 SCHILLING AVE,2003,PUBLIC SERVICE,9,420,Completed,9/30/2006,01/17/2005,40000.0,THE OPERATION OF A SENIOR CENTER.
31,SOUTH SLAPPEY DR.,2004,PUBLIC SERVICE,11,425,Canceled,9/24/2005,01/17/2005,0.0,TO PROVIDE SERVICES TO LOW AND MODERATE INCOME PERSONS.
32,2461 W GORDON AVE,2004,PUBLIC SERVICE,11,426,Completed,6/30/2005,01/17/2005,17983.85,TO PROVIDE SERVICES TO LOW AND MODERATE INCOME PERSONS.
33,214 E OGLETHORPE BLVD,2004,PUBLIC SERVICE,11,427,Canceled,8/12/2006,01/17/2005,0.0,TO PROVIDE HEALTH SERVICES TO HISPANIC PERSONS AND LOW ANDMODERATE INCOME PERSONS IN THE COMMUNITY.
34,1100 JORDAN ST,2004,PUBLIC FACILITIES,7,433,Completed,6/30/2007,04/05/2005,82892.52,THE REHABILITATION OF A FACILITY TO DEVELOP A FITNESS CENTER FOR LOW AND MODERATE INCOME PERSONS.
35,230 S JACKSON ST,2004,HOUSING,5,434,Completed,9/30/2006,09/09/2005,105410.76,TO PROVIDE LOW INTEREST LOANS TO CLIENTS FOR HOMEOWERSHIP.
36,HIGHLAND AND NORTH MONROE,2004,ECONOMIC DEVELOPMENT,4,438,Completed,10/16/2005,09/16/2005,12673.42,THE EXTERIOR IMPROVEMENTS FOR BUSINESSES IN THE DOWNTOWNURBAN DEVELOPMENT AREA.
37,230 S JACKSON ST,2005,SECTION 8,2,439,Completed,9/30/2006,09/29/2005,48191.25,REPAYMENT OF A SECTION 108 LOAN FOR MCGREGOR PROJECT REPAYMENT OF SECTION 108 LOAN REPAYMENT FOR HILTON GARDEN AND MCGREGOR 
38,230 S JACKSON ST,2005,SECTION 8,2,440,Completed,9/30/2006,09/29/2005,806767.5, 
39,SCATTER SITES,2005,DISPOSITION,4,441,Completed,9/30/2006,10/18/2005,182176.87,THE MAINTAINENCE OF PROPERTY TO BE SOLD.
40,230 S JACKSON ST,2005,ECONOMIC DEVELOPMENT,5,442,Completed,9/30/2006,10/18/2005,297988.86,TO OPERATE THE BTU CENTER THAT PROVIDES TECHNICAL ASSISTANCE TO TENANTS
41,230 S JACKSON ST,2005,ECONOMIC DEVELOPMENT,5,443,Completed,9/30/2006,01/26/2006,51567.33,TO PROVIDE TECHNICAL ASSISTANCE AND LOANS TO MICROBUSINESSES
42,230 S JACKSON ST,2005,PUBLIC SERVICE,9,445,Completed,6/30/2006,01/27/2006,70210.94, 
43,HIGHLAND AND DAVIS,2005,PUBLIC FACILITIES,7,447,Completed,6/30/2007,10/18/2005,375682.0,COMPLETION OF A HOMELESS SHELTER
44,230 S JACKSON ST,2005,ADMINISTRATION,1,448,Completed,9/30/2006,01/26/2006,384800.18, 
45,CORNER OF NORTH JACKSON ST. AT PINE AVENUE,2005,PUBLIC SERVICE,9,449,Completed,9/30/2006,01/26/2006,10493.0,TO PLAY SYMPHONY CONCERT FOR ALL 5TH GRADE STUDENTS IN THEDOUGHERTY COUNTY SCHOOL SYSTEM
46,412 W TIFT AVE,2005,PUBLIC SERVICE,9,450,Completed,6/30/2007,01/26/2006,9456.76,PROVIDE SHELTER AND SUBSTANCE ABUSE TREATMENT FOR WOMEN.
47,425 W SOCIETY AVE,2005,PUBLIC SERVICE,9,451,Completed,9/30/2006,01/26/2006,10714.0,TO PROVIDE SHELTER FOR HOMELESS WOMEN AND CHILDREN.
48,1700 CORDELL AVE,2005,PUBLIC SERVICE,9,452,Completed,10/2/2006,01/26/2006,8362.0,TO PROVIDE A READING TUTORIAL PROGRAM FOR 25 6TH GRADERSAT ALBANY MIDDLE SCHOOL.
49,2001 SCHILLING AVE,2005,PUBLIC SERVICE,9,453,Completed,6/30/2007,01/26/2006,72033.69,PROVIDE CONGREGAGTE MEALS AND TRANSPORTATION TO ELDERLY PERSONS.
50,SCATTER SITES,2005,HOUSING,6,454,Completed,9/30/2006,01/26/2006,183009.57,REHABILITATION AND REPAIRS OF PROJECTS.
51,400 BLOCK EBONY,2005,ACQUISITION,8,455,Completed,9/30/2006,01/26/2006,55824.12,THE PURCHASE OF PROPERTIES ON THE 400 BLOCK OF EBONY.
0,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,34,Completed,9/25/1999,07/01/1993,6631.38,PROGRAM TO INSTALL A RAMP AND GRAB BARS FOR DISABLED PERSONSWHO QUALIFY AS LOW TO MODERATE INCOME.
1,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,35,Completed,9/26/1997,07/01/1994,200282.0,A LOW INTEREST AND DEFERRED LOAN PROGRAM FOR SINGLE UNITRESIDENTIAL REHABILITATION FOR LOW TO MODERATE HOUSEHOLDS.
2,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,38,Completed,1/4/1999,07/01/1993,100000.0,A LONG-TERM FIXED ASSET LOAN PROGRAM FOR BUSINESSES AND INDUSTRIES THAT ARE LOCATED IN THE CITY OF ALBANY AND PROVIDES JOBS TO LOW AND MODERATE INCOME PERSONS.
3,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,40,Completed,2/23/1998,07/01/1993,0.0,PROVIDE EMPLOYMENT OPPORTUNITIES FOR ECONOMICALLY DISADVANTAGE.
4,722 BONNY VIEW AVE,1994,CONVERTED CDBG ACTIVITIES,2,44,Completed,10/29/1997,07/01/1993,191.79,CREATED TO DEVELOP AFFORDABLE HOUSING.
5,230 S JACKSON ST,1994,CONVERTED CDBG ACTIVITIES,2,48,Completed,9/26/1997,07/01/1994,35000.0, 
6,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,62,Completed,7/1/1998,07/01/1994,0.0, 
7,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,63,Completed,7/1/1998,07/01/1994,0.0,THE DESIGN AND PARTIAL IMPLEMENTATION OF A STREET SCAPE PLAN FOR THE AREA.
8,UNKNOWN ADDRESS,1994,CONVERTED CDBG ACTIVITIES,2,65,Completed,1/4/1999,07/01/1994,18214.0, 
9,400 W HIGHLAND AVE,1994,CONVERTED CDBG ACTIVITIES,2,66,Completed,7/1/1998,07/01/1994,16084.23, 
10,UNKNOWN ADDRESS,1996,HOUSING,23,76,Completed,1/8/1999,07/01/1996,32391.54,INSTALL HEATERS INTO HOUSING THAT DO NOT HAVE HEATERS.
11,UNKNOWN ADDRESS,1996,DISPOSITION,2,77,Completed,1/7/1999,07/01/1996,181062.0,MAINTENANCE OF PROPERTIES OWNED BY THE CITY OF ALBANY COMMUNITY & ECONOMIC DEVELOPMENT DEPARTMENT
12,230 S JACKSON ST STE 315,1996,ADMINISTRATION,14,78,Completed,1/7/1999,07/01/1996,181511.52, 
13,UNKNOWN ADDRESS,1996,ECONOMIC DEVELOPMENT,22,79,Completed,7/1/1998,07/01/1996,44122.19,PROVIDE SUMMER EMPLOYMENT OPPORTUNITIES FOR ECONOMICALLYDISADVANTAGED YOUTH PEOPLE IN THE ENTERPRISE COMMUNITY.
14,230 S JACKSON ST,1996,ECONOMIC DEVELOPMENT,13,80,Completed,1/7/1999,07/01/1996,179476.74,DESIGNED TO PROVIDE TECHNICAL AND OTHER SERVICES A BUSINESS LOCATED IN THE INCUBATOR.
15,230 S JACKSON ST,1996,ADMINISTRATION,15,82,Completed,1/7/1999,07/01/1996,1057.22, 
16,230 S JACKSON ST,1996,ADMINISTRATION,16,83,Completed,1/7/1999,07/01/1996,28942.78, 
17,230 S JACKSON ST,1996,ADMINISTRATION,17,84,Completed,12/15/1998,07/01/1996,27000.0, 
18,801 GAINES AVE,1996,PUBLIC SERVICE,21,85,Completed,4/19/1999,08/01/1996,37024.07,PROVIDE TEMPORARY HOUSING FOR HOMELESS FAMILIES.
19,230 S JACKSON ST,1996,PUBLIC SERVICE,35,86,Completed,12/14/1998,07/01/1996,60000.0,DEPARTMENT OF COMMUNITY & ECONOMIC DEVELOPMENT PUBLIC SERVICE PROGRAM TO SERVED PUBLIC SERVICE AGENCIES AND CLIENTS.
20,UNKNOWN ADDRESS,1996,PUBLIC SERVICE,5,87,Completed,7/1/1998,07/01/1996,46916.0,THE PAYMENT OF UTILITY BILLS FOR EMERGENCY PURPOSES AND PRIORITY WILL BE GIVEN TO ELDERLY.
21,2810 NEWCOMB RD,1996,PUBLIC SERVICE,24,88,Completed,2/27/1998,09/20/1996,3376.91, 
22,2215 S MADISON ST,1996,PUBLIC SERVICE,27,89,Completed,9/29/1997,10/17/1996,19000.0, 
23,302 ADKINS ST,1996,PUBLIC SERVICE,28,90,Completed,3/31/2000,11/25/1996,9142.0,TO PROVIDE RENTAL ASSISTANCE.
24,ADDRESS SUPPRESSED,1996,PUBLIC SERVICE,31,91,Completed,9/30/1997,09/20/1996,25000.0, 
25,2023 MARTIN LUTHER KING JR DR,1996,PUBLIC SERVICE,32,92,Completed,3/31/2000,09/20/1996,13889.37, 
26,400 W HIGHLAND AVE,1996,PUBLIC SERVICE,33,93,Completed,2/27/1998,09/20/1996,35000.0, 
27,129 WHITTLESEY CT,1996,PUBLIC SERVICE,34,94,Completed,1/7/1999,10/17/1996,15000.0,TO EMPOWER YOUTH THROUGH PROVISION OF SUPPORT SERVICESTHAT CONTINUE AND IMPROVE ACADEMIC SOCIAL AND CHARACTER DEVELOPMENT OF YOUTH FROM ECONOMICALLY DEPRIVED HOMES.
28,UNKNOWN ADDRESS,1996,ECONOMIC DEVELOPMENT,10,95,Completed,7/1/1998,07/01/1996,2277.52,FOR THE REIMBURSEMENT OF PAYROLL EXPENSES TO CONTRACTORSUSING TRANINEE FROM THE APPRENTICE PROGRAM AND PROVIDETRAINING FOR BANKTELLERS PROGRAM.
29,322 SOUTH JACKSON AND 1219 NEWTON RD.,1995,ACQUISITION,1,99,Completed,7/13/1998,07/01/1995,17156.17,THE ACQUISITION OF PROPERTIES
30,UNKNOWN ADDRESS,1995,DISPOSITION,2,100,Completed,1/7/1999,07/01/1995,12187.47, 
31,UNKNOWN ADDRESS,1995,DEMOLITION,3,102,Completed,7/1/1998,07/01/1995,0.0,DEMOLISH ABANDONED HOMES
32,"200-300 SOUTH WASHINGTON, 200-300 WHITNEY 300 SOUTH JACKSON 200-300 HIGHLAND",1995,PUBLIC FACILITIES,4,103,Completed,7/1/1998,07/01/1995,0.0,IMPLEMENT THE STREET SCAPE PLAN FOR THE HARLEM BUSINESS DISTRICT.
33,200 WHITNEY AVE,1995,RELOCATION,37,104,Completed,7/1/1998,07/01/1995,7015.45, 
34,UNKNOWN ADDRESS,1995,PUBLIC SERVICE,5,105,Completed,9/19/2001,07/01/1995,48271.78,PARTENTING AND SOCIAL SKILL CLASSES BY ASU SCHOOL OF SOCIAL WORK- INCORPORATE PARENTING AND SOCIAL SKILL CLASSES TO BECOME CERTIFIED CHILD CARE PROVIDERS.
35,ADDRESS SUPPRESSED,1995,PUBLIC SERVICE,8,107,Completed,10/29/1997,07/01/1995,2073.59, 
36,400 W HIGHLAND AVE,1995,PUBLIC SERVICE,13,108,Completed,10/29/1997,07/01/1995,6251.0, 
37,714 W BROAD AVE,1995,PUBLIC SERVICE,15,109,Completed,7/1/1998,07/01/1995,4255.94,TO PROVIDE A SENIOR ADULT PROGRAM FOR LOW AND MODERATEINCOME SENIOR ADULTS.
38,UNKNOWN ADDRESS,1995,REHABILITATION,16,110,Completed,1/4/1999,07/01/1995,28514.0,THE REHABILITATION OF RENTAL HOUSING BY INVESTORS
39,UNKNOWN ADDRESS,1995,ECONOMIC DEVELOPMENT,20,111,Completed,7/1/1998,07/01/1995,40238.62,CREATE AN APPRENTICESHIP PROGRAM TO PROVIDE JOB TRAININGIN TRADITIONAL CRAFTSKILLS JOBS.
40,UNKNOWN ADDRESS,1995,ECONOMIC DEVELOPMENT,21,112,Completed,7/13/1998,07/01/1995,16587.6,ESTABLISH A NON-PROFIT ORGANIZATION TO COORDINATE BUSINESSASSISTANCE PROGRAMS FOR SMALL AND MINORITY BUSINESS
41,UNKNOWN ADDRESS,1995,ECONOMIC DEVELOPMENT,22,113,Completed,7/1/1998,07/01/1995,0.0,MICRO-BUSINESS LOW-INTEREST LOANS NEEDED BY SMALL BUSINESSESIN THE ENTERPRISE COMMUNITY TARGET AREA.
42,230 S JACKSON ST,1995,ECONOMIC DEVELOPMENT,23,114,Completed,1/4/1999,07/01/1995,57183.2,CITY OF ALBANY BUSINESS AND TECHNOLOGY CENTER PROVIDESTECHNICAL AND OTHER FORMS OF SUPPORT TO BUSINESS LOCATEDIN THE CENTER
43,230 S JACKSON ST,1995,ADMINISTRATION,25,115,Completed,2/26/1998,07/01/1995,8530.0, 
44,UNKNOWN ADDRESS,1995,ADMINISTRATION,26,116,Completed,1/4/1999,07/01/1995,3850.17, 
45,UNKNOWN ADDRESS,1995,ADMINISTRATION,28,117,Completed,1/4/1999,07/01/1995,659.27, 
46,129 WHITTLESEY CT,1995,PUBLIC SERVICE,31,118,Completed,7/1/1998,07/01/1995,2020.74, 
47,2117 S MADISON ST,1995,PUBLIC SERVICE,32,119,Completed,7/1/1998,07/01/1995,1846.93, 
48,302 ADKINS ST,1995,PUBLIC SERVICE,34,120,Completed,7/1/1998,07/01/1995,13818.27,PROVIDE AFFORDABLE HOUSING FOR LOW AND MODERATE INCOMEPERSONS AND COMMUNITY DEVELOPMENT OUTREACH
49,UNKNOWN ADDRESS,1996,PUBLIC SERVICE,30,122,Completed,4/20/1999,07/01/1996,25000.0,A TRANSITONAL CENTER FOR YOUTH
50,230 S JACKSON ST,1996,REHABILITATION,7,123,Completed,1/7/1999,07/01/1996,43300.0,PROJECT COST FOR CDBG REHABILITATION PROJECTS
51,230 S JACKSON ST,1994,CONVERTED CDBG ACTIVITIES,2,124,Completed,8/29/1997,07/01/1994,18091.22,INDIRECT COST THE FUNDS HAVE BEEN SPENT
52,314 N JEFFERSON ST,1995,ALBANY OUTREACH,40,125,Completed,9/26/1997,07/01/1995,252.0,A EMERGENCY RENTAL HOUSING PROGRAM
53,UNKNOWN ADDRESS,1995,HAVN,41,126,Completed,7/1/1998,07/01/1995,15625.0,TO PROVIDE NEEDED SERVICES FOR PERSONS WITH HIV AND AIDS.
54,UNKNOWN ADDRESS,1995,REHABILITATION,42,127,Completed,1/4/1999,07/01/1995,70000.0,THE REHABILITATION OF LOW AND MODERATE INCOME SINGLE FAMILY HOMES IN THE ENTERPRISE COMMUNITY TARGET AREA
55,230 S JACKSON ST,1995,ADMINISTRATION,27,128,Completed,1/7/1999,07/01/1995,2966.0, 
56,UNKNOWN ADDRESS,1996,ACQUISITION,1,132,Completed,8/3/2000,07/01/1996,72341.83,THE ACQUISITION OF PROPERTIES FOR REDEVELOPMENT OF THE AREA.
57,UNKNOWN ADDRESS,1996,DEMOLITION,3,133,Completed,7/1/1998,07/01/1996,0.0, 
58,UNKNOWN ADDRESS,1996,PUBLIC FACILITIES,4,134,Completed,6/22/1998,07/01/1996,0.0,THE DESIGN OF AND IMPLEMENTATION OF A STREET SCAPE PLAN FOR THE AREA.
59,UNKNOWN ADDRESS,1996,RELOCATION,20,135,Completed,3/23/2002,07/01/1996,7058.63,RELOCATION OF PERSONS AND PAYMENT TO PERSONS WHO WERE RELOCATED.
60,UNKNOWN ADDRESS,1996,REHABILITATION,6,136,Completed,9/25/1999,07/01/1996,20840.0,THE REHABILITATION OF RENTAL HOUSING BY INVESTOR.
61,ADDRESS SUPPRESSED,1996,PUBLIC SERVICE,29,139,Completed,4/20/1999,07/01/1996,15000.0, 
62,1100 CLARK AVE,1996,ECONOMIC DEVELOPMENT LOANS,36,142,Completed,9/29/1999,07/01/1996,55294.2,A FIXED-ASSET LOAN TO SUTTON FOR ACQUISITION OF EQUIPMENT AND INVENTORY.
63,1007 W GORDON AVE,1996,ECONOMIC DEVELOPMENT LOANS,36,143,Completed,1/7/1999,07/01/1996,42500.0, 
64,UNKNOWN ADDRESS,1996,ECONOMIC DEVELOPMENT LOANS,37,144,Completed,9/25/1999,07/01/1996,9163.01,COMMERCIAL FACADE PROGRAM
65,UNKNOWN ADDRESS,1996,ECONOMIC DEVELOPMENT LOANS,37,145,Completed,1/7/1999,07/01/1996,205659.93,SHORT-TERM LOANS TO ASSIST CONSTRUCTION CONTRACTORS TO BE ABLE TO BE COMPETITIVE IN THE BIDDING PROCESS.
66,230 S JACKSON ST STE 315,1997,ADMINISTRATION,1,150,Completed,4/20/1999,07/01/1997,347908.0, 
67,UNKNOWN ADDRESS,1997,DEMOLITION,2,151,Completed,9/19/2000,07/01/1997,124382.66,THE DEMOLITION OF SUBSTANDARD STRUCTURES.
